word,count,file
ez,62,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
+,61,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
\fr,61,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
qeşi,60,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
İnan,60,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
\ft,59,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Feqet,57,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
waxt,56,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nay,56,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
feqet,56,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mêrıki,56,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kê,55,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
tı,54,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mıleti,54,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
şi,53,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mêrık,52,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
çiyê,51,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
\q1,51,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
key,50,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
amay,49,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
no,47,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ninan,46,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Ni,46,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
pers,45,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"pê,",45,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
dı,45,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Lacê,45,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Ekı,45,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"vano,",45,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Key,44,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
A,44,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
qe,44,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
esti,43,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mı,43,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"kerd,",43,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
pia,43,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
No,42,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kerd,41,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
owo,41,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
\fq,40,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
suka,40,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
zê,39,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
sêr,39,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Bado,39,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
telebanê,39,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
dıma,39,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
dano,38,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Na,38,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
beno,38,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Roca,38,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Hukumdariya,38,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mabênê,37,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ê,37,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ra.,37,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ro,37,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kerdi,37,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
cinıkı,37,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Ay,36,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
keno,36,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
serê,36,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"xo,",36,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
senên,35,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
se,35,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"ser,",34,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
des,34,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Heq,33,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Meyremı,33,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
iyê,32,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vaceri:,32,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Yahudiyan,31,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hini,31,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ama,31,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
pê,31,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
asmên,31,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Yahyay,30,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Ez,30,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
dina,30,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
verê,30,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ray,30,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Sıma,30,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
zaf,29,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
da,29,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
\b,29,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mıletê,29,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
veng,29,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
İyê,28,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
qesanê,28,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
dest,28,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ya,28,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hez,28,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
merdenı,28,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kes,28,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
şukır,27,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
daa,27,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
1,26,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
biye.,26,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
çi,26,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bê,26,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
qebul,26,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
2,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
3,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
4,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
5,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
10,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
11,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
12,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
13,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
14,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
15,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
18,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
19,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
20,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
21,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
22,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
23,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
24,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ca,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kesi,25,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
\c,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
namê,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
6,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
7,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
8,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
9,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
en,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
sas,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
16,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
17,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hata,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
25,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
28,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
29,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
qesan,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hona,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"ro,",24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
cayê,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"keno,",24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
heqa,24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"kenê,",24,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kerdenê.,23,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"vanê,",23,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Nay,23,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
deqa,23,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mesela,23,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Her,23,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
26,23,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
27,23,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bilı,23,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
halê,23,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mordemê,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"di,",22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kêf,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mêrıko,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
30,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
32,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
33,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
34,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
day,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Jü,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
piyê,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"mın,",22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bini,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
thaba,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Kamo,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
sukı,22,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ancia,21,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mılet,21,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ser.,21,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"ya,",21,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
çay,21,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
31,21,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kerd:,21,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
35,21,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kerdi.,21,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
cinıka,21,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"ki,",21,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
zêdı,21,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
rınd,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"kerdenê,",20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
keno.,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Owo,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
zerria,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
êno,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
37,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Çıkı,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nejdiyê,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
teyna,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
destê,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ef,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bıkerê,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
wes,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nıta,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
yan,20,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Pêxember,19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
xeylê,19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"beno,",19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
36,19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
38,19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
İ,19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
gos,19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nan,19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nı,19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"vato,",19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
çık,19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bıderê,19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
rey,19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
binan,19,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kamo,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
qesa,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"dero,",18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
raya,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
xo'a,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
İy,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“\w,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Tı,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kerd.,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
rocı,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
canê,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nınganê,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"Wayir\w*,",18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
telebê,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vindi,18,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
wast,17,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
eşiya,17,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
çımê,17,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Rowo,17,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
say,17,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
çiyo,17,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
39,17,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vengê,17,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
benê,17,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"İsay,",17,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Mabed,16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kam,16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mordemi,16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vatena,16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Tı,16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
sero,16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hazır,16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
40,16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"derê,",16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
xızmetkarê,16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Petrusi,16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"diye,",16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Mordemi\w*,16,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Elizabetı,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
düay,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"bıkerê,",15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bıkerê.,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hente,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
xo.,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nıka,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
41,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kerê.,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
pêronan,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Qanunê,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Ekı,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Mordemi,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
waaz,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Şabati,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
/,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Wertê,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
wayirê,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kêyi,15,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mordeman,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bıraê,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
waxtê,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Yahya,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ra.”,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hetê,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Celile,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
O,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
42,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
43,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
44,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
roca,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
roştia,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
dormê,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"we,",14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"“Malım,",14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hem,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ro.,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
wes.,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ekı,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
gereko,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
perê,14,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
niy,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Mesih,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Ez,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
inam,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ver,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“No,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bena.,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
beno.,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
45,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
46,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
47,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"ama,",13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Hata,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
weşiya,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bınê,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kerdenı\w*,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
emır,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vera,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kami,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"sıma,",13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
danê,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kuno,13,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ezbeta,12,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Yeruşalim,12,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
domanê,12,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Zekeriyay,12,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kenê,12,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
